trial_number,f1_score,f1,precision,recall,specificity,roc_auc,accuracy,loss,true_positives_tp,false_positives_fp,false_negatives_fn,true_negatives_tn,runtime_sec,samples_per_sec,threshold,encoder_lr,head_lr,label_smoothing_factor,weight_decay
34,0.7889344262295082,,,,,,,,,,,,,,,2.4910739399451382e-05,0.0007726517353570799,0.012481962819682618,0.09399801821857504
35,0.7969639468690702,,,,,,,,,,,,,,,1.8117692708035192e-05,0.0007461152464098159,0.034889645342895195,0.0922394740584083
36,0.7797979797979798,,,,,,,,,,,,,,,4.960217574427407e-05,0.0008648872088619007,0.07417490598301256,0.022849261116940748
37,0.9265658747300216,0.9265658747300216,0.9428571428571428,0.910828025477707,0.9446808510638298,0.9753941365135294,0.9277364505844846,0.28100699186325073,429,26,42,444,2301.4281222920035,1.6355062161365326,0.5,1.946717586908945e-05,0.0009687776220230543,0.014710611966483067,0.02394354321573049
38,0.7681539807524059,,,,,,,,,,,,,,,4.303351874004994e-05,0.0009002233105280142,0.00409424977139022,0.05869902365256519
39,0.8856502242152466,,,,,,,,,,,,,,,7.984751845714786e-06,0.00026155912112424314,0.09585541595638555,0.0005886400035141622
40,0.859465737514518,,,,,,,,,,,,,,,1.2789466016163568e-05,8.93651703775047e-05,0.005687059382504661,0.00014284958800983073
41,0.7711941659070192,,,,,,,,,,,,,,,3.5225973219082365e-05,0.000231330335797612,0.008496460665446438,0.013053837803625424
42,0.8504672897196262,,,,,,,,,,,,,,,1.2001417674244148e-05,2.893201598883589e-05,0.12298783933197052,0.0055081320781794965
43,0.9301825993555317,0.9301825993555317,0.941304347826087,0.9193205944798302,0.9425531914893617,0.9737543479242896,0.9309245483528161,0.2715059518814087,433,27,38,443,2096.992147500001,1.7949518811920102,0.5,1.5428869326208203e-05,0.000654218791896317,0.020587566876521295,0.0929492451408926
44,0.6868965517241379,,,,,,,,,,,,,,,1.1059418321841546e-05,0.0009396030194326831,0.03546103510836436,0.085613192249096
45,0.7596741344195519,,,,,,,,,,,,,,,1.8913046528761885e-05,0.00041035529185939044,0.0076151407909468,0.05501539238299803
46,0.9297872340425531,0.9297872340425531,0.9317697228144989,0.9278131634819533,0.9319148936170213,0.9748656096128654,0.9298618490967057,0.2735510766506195,437,32,34,438,1949.2450736659957,1.9310039824396978,0.5,1.9442159115687082e-05,0.0007974615830088651,0.007929490380960713,0.05965418463919603
47,0.0,,,,,,,,,,,,,,,4.523418656355744e-05,1.1057237354091269e-05,0.11143170267742342,0.09181367740736976
48,0.9250814332247557,0.9250814332247557,0.9466666666666667,0.9044585987261147,0.948936170212766,0.9745358449654425,0.926673751328374,0.29238057136535645,426,24,45,446,2406.0045610410016,1.5644193119781273,0.5,2.7327737876564613e-05,0.0008126636842585715,0.04802823394671604,0.08563379438564825
49,0.916754478398314,,,,,,,,,,,,,,,6.939229746782994e-06,0.00032454591849585113,0.06292590700392817,0.05344793873182962
